"May 6 - May 12, 2021",Product Name,Unit Price
https://cdn.flippenterprise.net/page_pdf_images/11807723/bde7fcf4-a37d-11eb-9958-0ec6e2beadde/medium,COMPLIMENTS BALANCE imitation Crab or Lobster Meat,2.5
https://cdn.flippenterprise.net/page_items/221791202/1619539914/large.jpg,COMPLIMENTS Baquettes,1.99
https://cdn.flippenterprise.net/page_pdf_images/11807723/bb93723a-a37d-11eb-9958-0ec6e2beadde/medium,COMPLIMENTS Boneless Ham Slices or Bone-In Ham Steaks,4.99
https://cdn.flippenterprise.net/page_pdf_images/11807729/bc5d52b2-a37d-11eb-b5c4-0e1ba86a8db4/medium,COMPLIMENTS Cat Food,0.6
https://cdn.flippenterprise.net/page_pdf_images/11807719/b5d70316-a37d-11eb-94c1-0edc53c25ee6/medium,COMPLIMENTS Coleslaw,3.29
https://cdn.flippenterprise.net/page_pdf_images/11807727/b9d3382c-a37d-11eb-a588-0e1ba86a8db4/medium,COMPLIMENTS Frozen Orange Juice,1.5
https://cdn.flippenterprise.net/page_pdf_images/11807719/b789cdec-a37d-11eb-94c1-0edc53c25ee6/medium,"COMPLIMENTS Fudge Brownie Bites, Coconut Macaroon Bites or Two-Bite 
Cinnamon Rolls",4.49
https://cdn.flippenterprise.net/page_pdf_images/11807719/b7517690-a37d-11eb-94c1-0edc53c25ee6/medium,COMPLIMENTS Garden Salad,2.79
https://cdn.flippenterprise.net/page_pdf_images/11807729/c15bde6e-a37d-11eb-b5c4-0e1ba86a8db4/medium,COMPLIMENTS Honey Bear,4.49
https://cdn.flippenterprise.net/page_pdf_images/11807729/bdd3e796-a37d-11eb-b5c4-0e1ba86a8db4/medium,COMPLIMENTS Instant Noodle Cups,0.89
https://cdn.flippenterprise.net/page_pdf_images/11807727/bcec9396-a37d-11eb-a588-0e1ba86a8db4/medium,COMPLIMENTS Lemonade or Iced Tea,3
https://cdn.flippenterprise.net/page_pdf_images/11807729/c2868b86-a37d-11eb-b5c4-0e1ba86a8db4/medium,COMPLIMENTS Long Grain Rice,4.99
https://cdn.flippenterprise.net/page_pdf_images/11807719/b8bc46a4-a37d-11eb-94c1-0edc53c25ee6/medium,COMPLIMENTS ORGANIC Mushrooms,3.29
https://cdn.flippenterprise.net/page_pdf_images/11807729/c1d8447c-a37d-11eb-b5c4-0e1ba86a8db4/medium,COMPLIMENTS Parchment Paper,2.49
https://cdn.flippenterprise.net/page_pdf_images/11807729/c23db834-a37d-11eb-b5c4-0e1ba86a8db4/medium,COMPLIMENTS Plum Sauce,2.99
https://cdn.flippenterprise.net/page_pdf_images/11807729/bd16cc9c-a37d-11eb-b5c4-0e1ba86a8db4/medium,COMPLIMENTS Refried Beans,2
https://cdn.flippenterprise.net/page_pdf_images/11807729/bf1f8d6c-a37d-11eb-b5c4-0e1ba86a8db4/medium,COMPLIMENTS Salsa,2.49
https://cdn.flippenterprise.net/page_pdf_images/11807727/b830b684-a37d-11eb-a588-0e1ba86a8db4/medium,COMPLIMENTS Snack Crackers,1.99
https://cdn.flippenterprise.net/page_items/221791279/1619539904/large.jpg,COMPLIMENTS Split Chicken Breasts,4.99
https://cdn.flippenterprise.net/page_pdf_images/11807727/b8667c4c-a37d-11eb-a588-0e1ba86a8db4/medium,COMPLIMENTS ZAZ Liquid Water Enhancer,2.5
https://cdn.flippenterprise.net/page_pdf_images/11807729/bf4ace46-a37d-11eb-b5c4-0e1ba86a8db4/medium,COMPLIMENTS or COMPLIMENTS BALANCE Mayonnaise,3.49
https://cdn.flippenterprise.net/page_pdf_images/11807729/beecc418-a37d-11eb-b5c4-0e1ba86a8db4/medium,COMPLIMENTS or COMPLIMENTS BALANCE Tomatoes,1.5
https://cdn.flippenterprise.net/page_pdf_images/11807727/bbf07908-a37d-11eb-a588-0e1ba86a8db4/medium,COOL WHIP Dessert Topping,3.99
https://cdn.flippenterprise.net/page_pdf_images/11807727/bb082f18-a37d-11eb-a588-0e1ba86a8db4/medium,CRAVE Frozen Entrées,4.49
https://cdn.flippenterprise.net/page_items/221791394/1619539905/large.jpg,Cilantro,1.49
https://cdn.flippenterprise.net/page_pdf_images/11807731/c6cc5cac-a37d-11eb-b355-0ec6e2beadde/medium,Corn,0.8
https://cdn.flippenterprise.net/page_pdf_images/11807731/c520e616-a37d-11eb-b355-0ec6e2beadde/medium,DANONE Oikos Greek Yogurt,3.33
https://cdn.flippenterprise.net/page_pdf_images/11807727/bca9b8c8-a37d-11eb-a588-0e1ba86a8db4/medium,DARE Bear Paws Cookies,2.75
https://cdn.flippenterprise.net/page_pdf_images/11807729/bc237dbc-a37d-11eb-b5c4-0e1ba86a8db4/medium,DOVE Hair Care,4.49
https://cdn.flippenterprise.net/page_pdf_images/11807719/b8af780c-a37d-11eb-94c1-0edc53c25ee6/medium,Dessert Cake Slices,3.49
https://cdn.flippenterprise.net/page_pdf_images/11807719/b552691c-a37d-11eb-94c1-0edc53c25ee6/medium,Eggplant,2.29
https://cdn.flippenterprise.net/page_pdf_images/11807731/c3e3eb4a-a37d-11eb-b355-0ec6e2beadde/medium,FARMERS. SCOTSBURN NORTHUMBERLAND or BAXTER Sour Cream,3.49
https://cdn.flippenterprise.net/page_pdf_images/11807729/bd5c37c8-a37d-11eb-b5c4-0e1ba86a8db4/medium,HUNT'S Manwich Sauce,1.5
https://cdn.flippenterprise.net/page_pdf_images/11807729/c2476820-a37d-11eb-b5c4-0e1ba86a8db4/medium,IMAGINE Organic Broth,3.49
https://cdn.flippenterprise.net/page_pdf_images/11807729/c194dee4-a37d-11eb-b5c4-0e1ba86a8db4/medium,JIF Peanut Butter,4.99
https://cdn.flippenterprise.net/page_pdf_images/11807723/bb6f00ee-a37d-11eb-9958-0ec6e2beadde/medium,JOHNSONVILLE Smoked Sausage,4.99
https://cdn.flippenterprise.net/page_pdf_images/11807731/c66e6a34-a37d-11eb-b355-0ec6e2beadde/medium,Jalapeno Peppers,4.99
https://cdn.flippenterprise.net/page_pdf_images/11807719/b5ac7a56-a37d-11eb-94c1-0edc53c25ee6/medium,Jicama Root,3.49
https://cdn.flippenterprise.net/page_pdf_images/11807727/bda8b1ac-a37d-11eb-a588-0e1ba86a8db4/medium,KELLOGG'S Cheez-lt Crackers,2.75
https://cdn.flippenterprise.net/page_pdf_images/11807731/c33ff986-a37d-11eb-b355-0ec6e2beadde/medium,KELLOGG'S Family Size Cereal,4.5
https://cdn.flippenterprise.net/page_pdf_images/11807727/bb40ec4a-a37d-11eb-a588-0e1ba86a8db4/medium,KRAFT Cool Whip,3.99
https://cdn.flippenterprise.net/page_pdf_images/11807727/bb84ef8a-a37d-11eb-a588-0e1ba86a8db4/medium,KRAFT Philadelphia Cream Cheese,3.99
https://cdn.flippenterprise.net/page_pdf_images/11807719/b6dcdad8-a37d-11eb-94c1-0edc53c25ee6/medium,Kiwi,3.99
https://cdn.flippenterprise.net/page_items/221791307/1619539915/large.jpg,Lean Ground Beef,4.99
https://cdn.flippenterprise.net/page_items/221791179/1619539900/large.jpg,Lemons,4.29
https://cdn.flippenterprise.net/page_items/221791396/1619539907/large.jpg,Limes,0.69
https://cdn.flippenterprise.net/page_pdf_images/11807727/bc67166c-a37d-11eb-a588-0e1ba86a8db4/medium,MAYNARDS Large Bagged Candy,3.49
https://cdn.flippenterprise.net/page_pdf_images/11807727/b8683bf4-a37d-11eb-a588-0e1ba86a8db4/medium,MCCAIN Fries,2.69
https://cdn.flippenterprise.net/page_pdf_images/11807731/c61576f4-a37d-11eb-b355-0ec6e2beadde/medium,"NATURE VALLEY Trail Mix, Crunchy or Lunch Box Granola Bars",2
https://cdn.flippenterprise.net/page_pdf_images/11807727/b7f9ec9e-a37d-11eb-a588-0e1ba86a8db4/medium,OLD DUTCH Kettle Chips,2.5
https://cdn.flippenterprise.net/page_pdf_images/11807731/c49a1744-a37d-11eb-b355-0ec6e2beadde/medium,OLD DUTCH Potato Chips,2.66
https://cdn.flippenterprise.net/page_pdf_images/11807729/c072b770-a37d-11eb-b5c4-0e1ba86a8db4/medium,PANACHE Granola,4.99
https://cdn.flippenterprise.net/page_pdf_images/11807719/b64ea1dc-a37d-11eb-94c1-0edc53c25ee6/medium,PANACHE Naan,3.99
https://cdn.flippenterprise.net/page_pdf_images/11807731/c4de8eba-a37d-11eb-b355-0ec6e2beadde/medium,PARKAY Margarine,3.99
https://cdn.flippenterprise.net/page_pdf_images/11807727/bd2b2fac-a37d-11eb-a588-0e1ba86a8db4/medium,PILLSBURY Toaster Strudel,2.5
https://cdn.flippenterprise.net/page_pdf_images/11807729/c19d90d4-a37d-11eb-b5c4-0e1ba86a8db4/medium,POST Family Size Shreddies or Selected Cereal,3.99
https://cdn.flippenterprise.net/page_pdf_images/11807727/bde2e2e6-a37d-11eb-a588-0e1ba86a8db4/medium,PURITY Flavoured Syrups,3.99
https://cdn.flippenterprise.net/page_items/221791154/1619539904/large.jpg,Pork Sirloin Chops,2.99
https://cdn.flippenterprise.net/page_pdf_images/11807727/b7f85b18-a37d-11eb-a588-0e1ba86a8db4/medium,QUAKER Crispy Minis,1.99
https://cdn.flippenterprise.net/page_pdf_images/11807727/b920b67a-a37d-11eb-a588-0e1ba86a8db4/medium,RUFFLES Potato Chips,3.25
https://cdn.flippenterprise.net/page_pdf_images/11807715/b2b27a4e-a37d-11eb-8fc9-0ec6e2beadde/medium,Red Cluster Tomatoes on the Vine,1.99
https://cdn.flippenterprise.net/page_items/221791181/1619539902/large.jpg,Red Mangoes,1.79
https://cdn.flippenterprise.net/page_items/221791395/1619539906/large.jpg,Red Onions,1.49
https://cdn.flippenterprise.net/page_items/221791393/1619539905/large.jpg,Roma Tomatoes,1.49
https://cdn.flippenterprise.net/page_pdf_images/11807723/bb29f2c4-a37d-11eb-9958-0ec6e2beadde/medium,SCHNEIDERS Stackers or Kits,3.5
https://cdn.flippenterprise.net/page_pdf_images/11807727/ba0b070c-a37d-11eb-a588-0e1ba86a8db4/medium,SIMPLY Chilled Orange Juice or Lemonade,4.49
https://cdn.flippenterprise.net/page_pdf_images/11807723/bc5f6638-a37d-11eb-9958-0ec6e2beadde/medium,SUMM! Asian Appetizers,4.49
https://cdn.flippenterprise.net/page_pdf_images/11807719/b7e2552a-a37d-11eb-94c1-0edc53c25ee6/medium,SUNRYPE Fruit Leathers,0.33
https://cdn.flippenterprise.net/page_pdf_images/11807719/b86bcb70-a37d-11eb-94c1-0edc53c25ee6/medium,Streusel Shortbread Cookies,3.99
https://cdn.flippenterprise.net/page_pdf_images/11807731/c45de6ac-a37d-11eb-b355-0ec6e2beadde/medium,TOSTITOS Tortilla Chips,2.75
https://cdn.flippenterprise.net/page_pdf_images/11807727/ba90cc84-a37d-11eb-a588-0e1ba86a8db4/medium,TWININGS Tea Bags,3.99
https://cdn.flippenterprise.net/page_pdf_images/11807729/c12c8074-a37d-11eb-b5c4-0e1ba86a8db4/medium,VIM Cream Cleanser,2.99
https://cdn.flippenterprise.net/page_pdf_images/11807727/baccbb40-a37d-11eb-a588-0e1ba86a8db4/medium,WELCH'S 100% Grape Juice,2.99
https://cdn.flippenterprise.net/page_pdf_images/11807729/be574ec4-a37d-11eb-b5c4-0e1ba86a8db4/medium,WHISKAS Temptations Cat Treats,3.49
https://cdn.flippenterprise.net/page_pdf_images/11807719/b56567d8-a37d-11eb-94c1-0edc53c25ee6/medium,YVES Ground Meat Alternatives,4.49
https://cdn.flippenterprise.net/page_pdf_images/11807719/b506aeb4-a37d-11eb-94c1-0edc53c25ee6/medium,Zucchini,1.79
