"May 5 - May 11, 2021",Product Name,Unit Price
https://cdn.flippenterprise.net/page_item_supplemental_infos/222181797/1620208871/medium,Dare Crackers,1.77
https://cdn.flippenterprise.net/page_item_supplemental_infos/222181842/1620208873/medium,Dare cookies,1.87
https://cdn.flippenterprise.net/page_item_supplemental_infos/222181843/1620208875/medium,Dare cookies,1.87
https://cdn.flippenterprise.net/page_item_supplemental_infos/222181299/1620208929/medium,Dawn Dish Soap,2.99
https://cdn.flippenterprise.net/page_items/222181300/1620089959/large.jpg,Dawn dish soap,2.99
https://cdn.flippenterprise.net/page_item_supplemental_infos/222181845/1620208867/medium,Delissio Pizza,2.97
https://cdn.flippenterprise.net/page_item_supplemental_infos/222181844/1620208877/medium,Delissio pizza,2.97
https://cdn.flippenterprise.net/page_item_supplemental_infos/222181291/1620208981/medium,E.D. Smith jam,2.97
https://cdn.flippenterprise.net/page_items/222181116/1620089944/large.jpg,General Mills cereal,4.97
https://cdn.flippenterprise.net/page_items/222181258/1620089940/large.jpg,Giant Value Coffee Filters,0.97
https://cdn.flippenterprise.net/page_items/222181262/1620089944/large.jpg,Giant Value Perogies,1.67
https://cdn.flippenterprise.net/page_item_supplemental_infos/222181289/1620208929/medium,Giant Value Spices,2.77
https://cdn.flippenterprise.net/page_item_supplemental_infos/222181846/1620208869/medium,Giant Value frozen fruit,2.97
https://cdn.flippenterprise.net/page_items/222181847/1620089937/large.jpg,Giant Value frozen fruit,2.97
https://cdn.flippenterprise.net/page_items/222181111/1620089940/large.jpg,Giant Value ketchup,1.67
https://cdn.flippenterprise.net/page_item_supplemental_infos/222181290/1620208926/medium,Giant Value spices,2.77
https://cdn.flippenterprise.net/page_items/222181303/1620089961/large.jpg,Glad bags,4.97
https://cdn.flippenterprise.net/page_item_supplemental_infos/222181304/1620208929/medium,Glad bags,4.97
https://cdn.flippenterprise.net/page_items/222181266/1620089948/large.jpg,Incognito Feminine Hygiene Products,2.99
https://cdn.flippenterprise.net/page_items/222181276/1620089942/large.jpg,Johnsonville breakfast sausages,3.47
https://cdn.flippenterprise.net/page_item_supplemental_infos/222181802/1620208866/medium,Johnsonville sausages,2.97
https://cdn.flippenterprise.net/page_item_supplemental_infos/222181801/1620208860/medium,Kellogg's Lunch Snacks,2
https://cdn.flippenterprise.net/page_item_supplemental_infos/222181800/1620208863/medium,Kellogg's lunch snacks,2
https://cdn.flippenterprise.net/page_item_supplemental_infos/222181283/1620208919/medium,Kozy Shack Rice Pudding,3.97
https://cdn.flippenterprise.net/page_items/222181288/1620089950/large.jpg,Kraft Dinner,1
https://cdn.flippenterprise.net/page_items/222181263/1620089945/large.jpg,LA GRILLE BBQ SAUCE,1.47
https://cdn.flippenterprise.net/page_item_supplemental_infos/222181280/1620208981/medium,Leadbetters cowboy sausages,4.97
https://cdn.flippenterprise.net/page_items/222181279/1620089944/large.jpg,Maple Leaf deli meat,3.97
https://cdn.flippenterprise.net/page_item_supplemental_infos/222181281/1620208920/medium,Marc Angelo kabobs,4.97
https://cdn.flippenterprise.net/page_items/222181265/1620089947/large.jpg,Mentos Mints,2.97
https://cdn.flippenterprise.net/page_item_supplemental_infos/222181113/1620208928/medium,Miss Vickie's chips,3.27
https://cdn.flippenterprise.net/page_item_supplemental_infos/222181795/1620208868/medium,Mott's garden cocktail,1
https://cdn.flippenterprise.net/page_items/222181261/1620089943/large.jpg,Mrs. Butterworth's Original Syrup,1.88
https://cdn.flippenterprise.net/page_items/222181287/1620089950/large.jpg,Niche Bakers cake,3.99
https://cdn.flippenterprise.net/page_items/222181270/1620089936/large.jpg,Ocean Jewel shrimp,4.99
https://cdn.flippenterprise.net/page_item_supplemental_infos/222181301/1620208922/medium,Old Dutch fabric softener,2
https://cdn.flippenterprise.net/page_items/222181302/1620089960/large.jpg,Old Dutch fabric softener,2
https://cdn.flippenterprise.net/page_items/222181284/1620089948/large.jpg,Philadelphia Dips,3.97
https://cdn.flippenterprise.net/page_item_supplemental_infos/222181273/1620208917/medium,Pogos,4.97
https://cdn.flippenterprise.net/page_items/222181274/1620089940/large.jpg,Pogos,4.97
https://cdn.flippenterprise.net/page_item_supplemental_infos/222181798/1620208866/medium,Post cereal,2.99
https://cdn.flippenterprise.net/page_item_supplemental_infos/222181799/1620208866/medium,Post cereal,2.99
https://cdn.flippenterprise.net/page_item_supplemental_infos/222181115/1620208931/medium,Primo canned tuna,0.88
https://cdn.flippenterprise.net/page_item_supplemental_infos/222181294/1620208921/medium,Pringles chips,1.67
https://cdn.flippenterprise.net/page_item_supplemental_infos/222181292/1620208917/medium,Robin Hood flour,4.47
https://cdn.flippenterprise.net/page_items/222181264/1620089946/large.jpg,SUNCHIPS SNACKS,2.97
https://cdn.flippenterprise.net/page_items/222181297/1620089957/large.jpg,Sanpellegrino sparkling water,3.97
https://cdn.flippenterprise.net/page_item_supplemental_infos/222181278/1620208922/medium,Saputo cheese,3.97
https://cdn.flippenterprise.net/page_items/222181112/1620089941/large.jpg,Success mandarin orange segments,0.77
https://cdn.flippenterprise.net/page_items/222181282/1620089946/large.jpg,Swiss Chalet gravy,0.99
https://cdn.flippenterprise.net/page_item_supplemental_infos/222181848/1620208871/medium,Tassimo single serve coffee,4.98
https://cdn.flippenterprise.net/page_item_supplemental_infos/222181849/1620208872/medium,Tassimo single serve coffee,4.98
https://cdn.flippenterprise.net/page_item_supplemental_infos/222181298/1620208926/medium,Thirsty Buddha coconut water,3.97
https://cdn.flippenterprise.net/page_item_supplemental_infos/222181118/1620208929/medium,Tide Simply laundry detergent,4.47
https://cdn.flippenterprise.net/page_item_supplemental_infos/222181269/1620208919/medium,Top Chef Shrimp,4.99
https://cdn.flippenterprise.net/page_items/222181295/1620089955/large.jpg,Voortman cookies,1.87
https://cdn.flippenterprise.net/page_item_supplemental_infos/222181114/1620208923/medium,Waterbridge sesame snacks,0.88
https://cdn.flippenterprise.net/page_items/222181213/1620089949/large.jpg,Women's Camis,3
https://cdn.flippenterprise.net/page_item_supplemental_infos/222181851/1620208877/medium,Wonder Wraps,1.88
https://cdn.flippenterprise.net/page_item_supplemental_infos/222181850/1620208868/medium,Wonder bread,1.88
https://cdn.flippenterprise.net/page_items/222181310/1620089927/large.jpg,iceberg lettuce,1.44
